# ===> HEALPIXDATA not defined, trying HEALPIX...
# ===> Using HEALPIXDATA=/lcrc/project/SPT3G/users/ac.yomori/envs/analysis/Healpix_3.80//data/
#
# ===========================================================
# SpICE 3.7.3_DP has been called with the following attributes : 
#
# nside detected...         8192
# max multipole used       16500
# polarization..... YES
# map file (1)......
#     1.000 *   /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_95ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# mask file....(TP).NO
# weight file..(TP)./lcrc/project/SPT3G/users/ac.yomori/projects/spt3g_lensing_20192020/sims/foreground/datamatched_mcmccal_0707231033/masks/mask_datamatched_mcmcal_0707231033.fits
# weight power.....    1.0000000000000000     
# weight power (Pol)   1.0000000000000000     
# dump alm(1)...... NO
# weight alm(1).... NO
# gauss beam arcmin     0.00000E+00
# beam file........ NO
# pix. window file. NO
# map file (2)......
#     1.000 *   /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_95ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# mask file...(TP2).NO
# weight file.(TP2)./lcrc/project/SPT3G/users/ac.yomori/projects/spt3g_lensing_20192020/sims/foreground/datamatched_mcmccal_0707231033/masks/mask_datamatched_mcmcal_0707231033.fits
# weight power (2).    1.0000000000000000     
# weight pow  (Pol2)   1.0000000000000000     
# dump alm(2)...... NO
# weight alm(2).... NO
# g.beam (2) arcmin     0.00000E+00
# beam file (2).... NO
# pix. wind. file(2)NO
# symmetrized C(l)  NO
# subtract dipole.. NO
# subtract average. YES
# cor. file........ NO
# Cl file.......... ./cls_agora0.7_datamatched_mcmccal_0707231033/cls_allfg90_allfg90.dat
# Covariance file.. NO
# raw Cl map output NO
# raw Cl map input  NO
# raw Cl mask outp. NO
# raw Cl mask inpu. NO
# FITS output...... NO
# norm. factor..... NO
# apodizing width..     1.70000E+02
# apodizing type...            1
# decouple......... YES
# tolerance........    1.0000000000000001E-005
# thetamax.........    180.00000000000000     
# kernels output... NO
# window output.... NO
# window input..... NO
# TE norm output... NO
# TE norm input.... NO
# noise cor file... NO
# noise Cl file.... NO
# overwrite mode... YES
# dry format....... NO
# output opt. file. NO
# input opt. file.. NO
# ===========================================================
#
# --------------------------------------
# Number of OpenMP threads in use:  128
# Number of CPUs available:         128
# --------------------------------------
# The POLCCONV keyword was not found in /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_95ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# COSMO (HEALPix default) will be assumed, and map is unchanged.
# See HEALPix primer (http://healpix.sf.net/pdf/intro.pdf) for details.
# The POLCCONV keyword was not found in /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_95ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# COSMO (HEALPix default) will be assumed, and map is unchanged.
# See HEALPix primer (http://healpix.sf.net/pdf/intro.pdf) for details.
# Data input (CPU,Wall) time [s]:    65.5518570       65.2519531    
# Mask & map (CPU,wall) time [s]:    21.3629913       21.3984375    
# Map to C(l) (CPU,wall) time [s]:    8482.76562       136.394531    
# Compute TE kernel for apodization
# (to skip this calculation, see the options
#  -tenormfileout and -tenormfilein
#  in code documentation)
# Kernel calculation (CPU,wall) time [s]:    41213.4141       331.443359    
# CPU  Time [s]:    50382.3281    
# Wall Time [s]:    804.169922    
# nlmax, ncor, nside =       16500           9        8192
    0   0.8283760168140083E-03  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    1   0.6418963217882078E-02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    2   0.1389311488834081E-01  0.5831612203886354E-08  0.2604832911041919E-08 -0.2063323269357648E-05  0.4205590137685628E-06  0.2546942460577177E-09 -0.2063323269357648E-05  0.4205590137685628E-06  0.2546942460577177E-09
    3   0.1396077235529912E-01  0.6151089315892700E-08  0.3518120852126742E-08 -0.4512686948576774E-05 -0.7583478953552761E-07 -0.2501674804126694E-10 -0.4512686948576774E-05 -0.7583478953552761E-07 -0.2501674804126694E-10
    4   0.7864876398538147E-02  0.5800085164932710E-08  0.4327166504906128E-08 -0.3464646081000400E-05 -0.2565385079115188E-06 -0.8228724144837468E-09 -0.3464646081000400E-05 -0.2565385079115188E-06 -0.8228724144837468E-09
    5   0.4801208156696609E-02  0.5887728795266419E-08  0.5210583495867203E-08 -0.2508512358388197E-05  0.4090773785798959E-07 -0.1238879640692281E-08 -0.2508512358388197E-05  0.4090773785798959E-07 -0.1238879640692281E-08
    6   0.5510817427592106E-02  0.5914728569419458E-08  0.4966793783298005E-08 -0.2094902222274741E-05  0.1296401345800634E-06 -0.9375441915307444E-09 -0.2094902222274741E-05  0.1296401345800634E-06 -0.9375441915307444E-09
    7   0.5803033017506109E-02  0.5650571166258995E-08  0.3440901911870840E-08 -0.1406115313693199E-05  0.1661623509043075E-06 -0.3586459368624200E-09 -0.1406115313693199E-05  0.1661623509043075E-06 -0.3586459368624200E-09
    8   0.4382444820827973E-02  0.4922609048713912E-08  0.3142343614237851E-08 -0.6886134551822492E-06  0.3602372784386339E-06 -0.1063243232942975E-09 -0.6886134551822492E-06  0.3602372784386339E-06 -0.1063243232942975E-09
    9   0.2742404437268787E-02  0.3859535953580935E-08  0.4179250196907408E-08 -0.1364359671915315E-06  0.2993413940076214E-06 -0.2555969273960183E-09 -0.1364359671915315E-06  0.2993413940076214E-06 -0.2555969273960183E-09
   10   0.2596931244950241E-02  0.3133798378140552E-08  0.4582538951724132E-08  0.1040473893766369E-06  0.3475835539470713E-06 -0.2867029059536535E-09  0.1040473893766369E-06  0.3475835539470713E-06 -0.2867029059536535E-09
   11   0.3146645684509136E-02  0.2665293004492384E-08  0.4197325654012005E-08  0.1736619899779817E-07  0.5792745482001283E-06 -0.1969664286450013E-10  0.1736619899779817E-07  0.5792745482001283E-06 -0.1969664286450013E-10
   12   0.2673667903170064E-02  0.2988284751584135E-08  0.4914514228935035E-08 -0.2323582705468540E-06  0.2925992141145425E-06 -0.3051278897637373E-09 -0.2323582705468540E-06  0.2925992141145425E-06 -0.3051278897637373E-09
   13   0.1757774789073360E-02  0.3723504419440645E-08  0.5954742736554111E-08 -0.3795899624144275E-06 -0.2631243985447570E-06 -0.5378715209008799E-09 -0.3795899624144275E-06 -0.2631243985447570E-06 -0.5378715209008799E-09
   14   0.1514838534475646E-02  0.3999453268802325E-08  0.5177767825736433E-08 -0.5032017729627364E-06 -0.5759480670096404E-06  0.2606242618566359E-09 -0.5032017729627364E-06 -0.5759480670096404E-06  0.2606242618566359E-09
   15   0.1571494732367291E-02  0.4136111738952010E-08  0.4590709409536855E-08 -0.5830846446969402E-06 -0.3148676870132882E-06  0.4608044708217286E-09 -0.5830846446969402E-06 -0.3148676870132882E-06  0.4608044708217286E-09
   16   0.1558239050671633E-02  0.3861692395524243E-08  0.4934767479399641E-08 -0.5182914712864906E-06  0.2254508632500419E-06 -0.1342124612587175E-09 -0.5182914712864906E-06  0.2254508632500419E-06 -0.1342124612587175E-09
