# ===> HEALPIXDATA not defined, trying HEALPIX...
# ===> Using HEALPIXDATA=/lcrc/project/SPT3G/users/ac.yomori/envs/analysis/Healpix_3.80//data/
#
# ===========================================================
# SpICE 3.7.3_DP has been called with the following attributes : 
#
# nside detected...         8192
# max multipole used       16500
# polarization..... YES
# map file (1)......
#     1.000 *   /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_150ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# mask file....(TP).NO
# weight file..(TP)./lcrc/project/SPT3G/users/ac.yomori/projects/spt3g_lensing_20192020/sims/foreground/datamatched_mcmccal_0707231033/masks/mask_datamatched_mcmcal_0707231033.fits
# weight power.....    1.0000000000000000     
# weight power (Pol)   1.0000000000000000     
# dump alm(1)...... NO
# weight alm(1).... NO
# gauss beam arcmin     0.00000E+00
# beam file........ NO
# pix. window file. NO
# map file (2)......
#     1.000 *   /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_220ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# mask file...(TP2).NO
# weight file.(TP2)./lcrc/project/SPT3G/users/ac.yomori/projects/spt3g_lensing_20192020/sims/foreground/datamatched_mcmccal_0707231033/masks/mask_datamatched_mcmcal_0707231033.fits
# weight power (2).    1.0000000000000000     
# weight pow  (Pol2)   1.0000000000000000     
# dump alm(2)...... NO
# weight alm(2).... NO
# g.beam (2) arcmin     0.00000E+00
# beam file (2).... NO
# pix. wind. file(2)NO
# symmetrized C(l)  NO
# subtract dipole.. NO
# subtract average. YES
# cor. file........ NO
# Cl file.......... ./cls_agora0.7_datamatched_mcmccal_0707231033/cls_allfg150_allfg220.dat
# Covariance file.. NO
# raw Cl map output NO
# raw Cl map input  NO
# raw Cl mask outp. NO
# raw Cl mask inpu. NO
# FITS output...... NO
# norm. factor..... NO
# apodizing width..     1.70000E+02
# apodizing type...            1
# decouple......... YES
# tolerance........    1.0000000000000001E-005
# thetamax.........    180.00000000000000     
# kernels output... NO
# window output.... NO
# window input..... NO
# TE norm output... NO
# TE norm input.... NO
# noise cor file... NO
# noise Cl file.... NO
# overwrite mode... YES
# dry format....... NO
# output opt. file. NO
# input opt. file.. NO
# ===========================================================
#
# --------------------------------------
# Number of OpenMP threads in use:  128
# Number of CPUs available:         128
# --------------------------------------
# The POLCCONV keyword was not found in /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_150ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# COSMO (HEALPix default) will be assumed, and map is unchanged.
# See HEALPix primer (http://healpix.sf.net/pdf/intro.pdf) for details.
# The POLCCONV keyword was not found in /lcrc/project/SPT3G/users/ac.yomori/sims/mdpl2/v0.7//outputs/spt3g/agora_v0.7_bahamas80_randradioflux_calibrated_0707231033//mdpl2_spt3g_220ghz_lcibNG_ltszNGbahamas80_lkszNGbahamas80_lradNG_uk.fits
# COSMO (HEALPix default) will be assumed, and map is unchanged.
# See HEALPix primer (http://healpix.sf.net/pdf/intro.pdf) for details.
# Data input (CPU,Wall) time [s]:    65.7735977       65.4980469    
# Mask & map (CPU,wall) time [s]:    21.1734161       21.2089844    
# Map to C(l) (CPU,wall) time [s]:    11119.4414       157.480469    
# Compute TE kernel for apodization
# (to skip this calculation, see the options
#  -tenormfileout and -tenormfilein
#  in code documentation)
# Kernel calculation (CPU,wall) time [s]:    59448.3594       479.599609    
# CPU  Time [s]:    71245.3984    
# Wall Time [s]:    969.503906    
# nlmax, ncor, nside =       16500           9        8192
    0   0.3536583740877626E-03  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    1   0.2280024320376443E-02  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
    2   0.6477957394889963E-02  0.3750666081438490E-09  0.1471424918044862E-09  0.3790746743051935E-06 -0.1740522671239140E-06  0.6127177434220939E-10 -0.4518675233492252E-06 -0.2554337836302226E-08  0.7631055266791203E-11
    3   0.7700863492377234E-02  0.3451082214479219E-09  0.2076281279529751E-09 -0.1022261823978107E-06 -0.3789504572442875E-06  0.1828205253122394E-09 -0.1114022035860863E-05 -0.2875467845759207E-07 -0.1022912285894671E-10
    4   0.4772014639211269E-02  0.2557597997166629E-09  0.2578404104346607E-09 -0.2525676857517236E-06 -0.3756892648630874E-06  0.2484813052421781E-09 -0.8899579945801395E-06  0.3014789402260604E-06 -0.5614896755524426E-10
    5   0.3057714766066549E-02  0.2634550616439045E-09  0.2951536333500444E-09 -0.2733216723226807E-06 -0.3489665693783172E-06  0.1959842703768135E-09 -0.6244220765697448E-06  0.3885371524796597E-06 -0.1297612350450814E-09
    6   0.3326050203915730E-02  0.3059262954474165E-09  0.2690805755845692E-09 -0.1638107129272303E-06 -0.4597012275387157E-06  0.1119285732341053E-09 -0.4695295062935106E-06 -0.7835664293888876E-07 -0.1653942310805387E-09
    7   0.3369909757329711E-02  0.2977801171209295E-09  0.1883030742196945E-09 -0.1412531352386191E-06 -0.4610231738381390E-06  0.1270875343393544E-09 -0.3057461643391614E-06 -0.1408805496802052E-06 -0.1244352149364485E-09
    8   0.2852185747012972E-02  0.2227911561937347E-09  0.1828790589234045E-09 -0.1506228973182439E-06 -0.2765525808004931E-06  0.1908004699962033E-09 -0.5608270115071904E-07  0.1094145525518251E-06 -0.1104460136189978E-09
    9   0.2047884047987826E-02  0.1631522382611790E-09  0.2250854098807480E-09 -0.2619853745736444E-07 -0.6214408965735573E-07  0.1699906344949599E-09  0.1129302672214574E-06  0.8858800996723065E-07 -0.1492237189440688E-09
   10   0.1735945318150669E-02  0.1856398304114332E-09  0.2055989216536132E-09 -0.1638483339510551E-07  0.1336132273784208E-07  0.1056410654783911E-09  0.1290872892284862E-06 -0.9226305116842243E-07 -0.1585956089684788E-09
   11   0.1676765063493136E-02  0.1877195679926046E-09  0.1889305204896061E-09 -0.5166358977464196E-07  0.3585117183567448E-08  0.1082836747496392E-09  0.1461766565751105E-06 -0.1265254012326767E-06 -0.1348840546340876E-09
   12   0.1128014793372959E-02  0.2205049473486325E-09  0.2855748838090041E-09  0.1112226618378651E-07  0.3657721338707265E-08  0.1391087309433511E-09  0.6652580153101339E-07 -0.3205018493745809E-07 -0.2054316196169856E-09
   13   0.7345459163329716E-03  0.2422104399672381E-09  0.3769803273502114E-09  0.5277809225132378E-07 -0.4369693423108548E-07  0.1554070681915574E-09 -0.9273547123230756E-07 -0.2105479027733177E-10 -0.2826756226322104E-09
   14   0.8496532615090921E-03  0.1545776346830456E-09  0.3524450114430268E-09  0.5200757515122364E-07 -0.1171774628565761E-06  0.2146893856921883E-09 -0.1648063024203628E-06 -0.2423099967345401E-07 -0.1969822820357151E-09
   15   0.9412854100397490E-03  0.1526553693159615E-09  0.3283891034832477E-09  0.1040291877100514E-07 -0.1183976850847718E-06  0.2399221820289054E-09 -0.1181313296302255E-06 -0.5283612774930376E-07 -0.1638007413715287E-09
   16   0.9263522966457771E-03  0.2332360927718223E-09  0.3088033883089356E-09 -0.5081166842994286E-07 -0.7551146069081201E-07  0.1879749588759946E-09 -0.6000330259028746E-07 -0.7932968679875870E-07 -0.2393814926268871E-09
